date,year,quarter,month,month_name,week,weekday,weekday_name,is_weekend
2018-10-30,2018,4,10,October,44,1,Tuesday,False
2018-10-31,2018,4,10,October,44,2,Wednesday,False
2018-11-01,2018,4,11,November,44,3,Thursday,False
2018-11-02,2018,4,11,November,44,4,Friday,False
2018-11-03,2018,4,11,November,44,5,Saturday,True
2018-11-04,2018,4,11,November,44,6,Sunday,True
2018-11-05,2018,4,11,November,45,0,Monday,False
2018-11-06,2018,4,11,November,45,1,Tuesday,False
2018-11-07,2018,4,11,November,45,2,Wednesday,False
2018-11-08,2018,4,11,November,45,3,Thursday,False
2018-11-09,2018,4,11,November,45,4,Friday,False
2018-11-10,2018,4,11,November,45,5,Saturday,True
2018-11-11,2018,4,11,November,45,6,Sunday,True
2018-11-12,2018,4,11,November,46,0,Monday,False
2018-11-13,2018,4,11,November,46,1,Tuesday,False
2018-11-14,2018,4,11,November,46,2,Wednesday,False
2018-11-15,2018,4,11,November,46,3,Thursday,False
2018-11-16,2018,4,11,November,46,4,Friday,False
2018-11-17,2018,4,11,November,46,5,Saturday,True
2018-11-18,2018,4,11,November,46,6,Sunday,True
2018-11-19,2018,4,11,November,47,0,Monday,False
2018-11-20,2018,4,11,November,47,1,Tuesday,False
2018-11-21,2018,4,11,November,47,2,Wednesday,False
2018-11-22,2018,4,11,November,47,3,Thursday,False
2018-11-23,2018,4,11,November,47,4,Friday,False
2018-11-24,2018,4,11,November,47,5,Saturday,True
2018-11-25,2018,4,11,November,47,6,Sunday,True
2018-11-26,2018,4,11,November,48,0,Monday,False
2018-11-27,2018,4,11,November,48,1,Tuesday,False
2018-11-28,2018,4,11,November,48,2,Wednesday,False
2018-11-29,2018,4,11,November,48,3,Thursday,False
2018-11-30,2018,4,11,November,48,4,Friday,False
2018-12-01,2018,4,12,December,48,5,Saturday,True
2018-12-02,2018,4,12,December,48,6,Sunday,True
2018-12-03,2018,4,12,December,49,0,Monday,False
2018-12-04,2018,4,12,December,49,1,Tuesday,False
2018-12-05,2018,4,12,December,49,2,Wednesday,False
2018-12-06,2018,4,12,December,49,3,Thursday,False
2018-12-07,2018,4,12,December,49,4,Friday,False
2018-12-08,2018,4,12,December,49,5,Saturday,True
2018-12-09,2018,4,12,December,49,6,Sunday,True
2018-12-10,2018,4,12,December,50,0,Monday,False
2018-12-11,2018,4,12,December,50,1,Tuesday,False
2018-12-12,2018,4,12,December,50,2,Wednesday,False
2018-12-13,2018,4,12,December,50,3,Thursday,False
2018-12-14,2018,4,12,December,50,4,Friday,False
2018-12-15,2018,4,12,December,50,5,Saturday,True
2018-12-16,2018,4,12,December,50,6,Sunday,True
2018-12-17,2018,4,12,December,51,0,Monday,False
2018-12-18,2018,4,12,December,51,1,Tuesday,False
2018-12-19,2018,4,12,December,51,2,Wednesday,False
2018-12-20,2018,4,12,December,51,3,Thursday,False
2018-12-21,2018,4,12,December,51,4,Friday,False
2018-12-22,2018,4,12,December,51,5,Saturday,True
2018-12-23,2018,4,12,December,51,6,Sunday,True
2018-12-24,2018,4,12,December,52,0,Monday,False
2018-12-25,2018,4,12,December,52,1,Tuesday,False
2018-12-26,2018,4,12,December,52,2,Wednesday,False
2018-12-27,2018,4,12,December,52,3,Thursday,False
2018-12-28,2018,4,12,December,52,4,Friday,False
2018-12-29,2018,4,12,December,52,5,Saturday,True
2018-12-30,2018,4,12,December,52,6,Sunday,True
2018-12-31,2018,4,12,December,1,0,Monday,False
